Address,Name,Salary,Category,Education,Experience,Company Name,Description
胜利,国企直签白班+坐岗,6000-8000元/月,普工/操作工,不限,不限,北京鸿海众志企业管理咨询有限…,急聘！ 急聘！ 急聘！！！长白班 10天以上可以预支工资 岗位：组装工，打螺丝，打铆钉，组装， 年龄： 18-45周工作时间： 早8点10分到晚17点10分， 薪资元150/天 早8点10分到晚20点10分薪资180元/天！加班有加班费综合工资6000左右 食宿：一日三餐 注：押一周后，周结工资
亦庄,长白班包吃住坐岗可手机玩,6000-8000元/月,普工/操作工,不限,不限,北京鸿海众志企业管理咨询有限…,企业直招！1、招聘岗位作业员，主要负责机台操作，品质保证、产品修复、质检，屏检等工作。2、岗位要求男女不限，18岁-40岁初中及以上学历；无大面积纹身，身体健康，无犯罪记录无色盲色弱，能适应倒班、夜班工作方式。3、工作环境及时间工作环境舒适整洁，恒温恒湿无尘工作间，统一穿着无尘服，上班时间为上六休二或上六休一4、公司待遇底薪包括岗位工资+职级津贴100-1000+岗级津贴200-800    底薪2100-2700综合工资4500-7500元/月，每月15号发工资，工资结构=基本工资+津贴+绩效奖全+加班工资+年终奖+其他(一)食宿条件多样化工作餐，餐补24元/天。一日三餐均可在公司食堂解决免费住宿，暖气，空调，洗衣房，无线网络，热水房。自带被褥。(6人间，内含空调电视等设备设施)，物业管理费30元/月。5、晋升渠道管理职通道:初级工一组长 班长;技术职通道:初级工一中级工一高级工一技师6、社会保险，入职即与公司签劳动合同，缴纳社会保险。福利待遇1、公司不定期为员工组织聚餐、生日慰问、节日慰问、旅游、多种文体活动;2、法定年假 公司奖励年假，年度健康体检等;3、有针对性的开展各类培训活动，提高员工工作技相和自身素质;
杨镇,不体检长白包吃住电子,6000-8000元/月,普工/操作工,不限,不限,北京鸿海众志企业管理咨询有限…,"急聘！ 急聘！ 急聘！！！注意！！！ 无需经验 长短期都行 短期少15天17-40周岁，男女不限。工作简单好上手，带薪培训。当天入职，免费食宿，可调长白，工资高待遇好。【工作介绍】本厂主要生产手机屏，电脑屏及液晶显示屏的及网络主播用的话筒音响电子零配件，工作简单。恒温车间，环境好、加班多工作轻松。都是轻松岗位，学历不限，男女不限，经验不限。【招聘要求】1、身体健康,吃苦耐劳！2、年龄：17-40周岁，安排合适岗位，无需经验3、不是二次入职【薪资待遇】综合工资6000-7500元／月（底薪2200+加班费2000-5000+全勤奖300+岗位津贴500+夜班补助30/天+绩效奖300+超产奖2000-4000）1、底薪2100-2700元2、发工资：每月15号发工资，绝不拖欠工资！正常班5天8小时，超出都算加班，夜班补助（每个夜班补助30）+绩效（300-800）+岗位津贴（500-1000）。月综合工资6000-7500。计件岗位：底薪2200+纯计件工资多劳多得（7000-13000）上不封顶【住宿伙食】1、伙食：公司免费提供一日三餐，四菜一汤，另提供水果餐，吃饱为止，为迎合南北饮食差异，工作餐有米饭套餐、面条、水饺馒头、面包，牛奶等2、住宿：免费住宿，4-6人间，独立卫生间、空调、24小时热水器、洗衣房、全厂宿舍无线wifi覆盖。【福利待遇】1、生活：设有超市、网吧、图书馆等2、保险：缴纳五险六个月后可申请一金，员工离职可转出或3、休假：享受法定节假日，年底有7-15天带薪年假4、活动：举办文艺、体育活动5，员工享有法定假期、婚假、丧假、产假、带薪年休假等假期。【车间环境】1、车间配有：饮水机，休息间。2、车间配有中央空调冬暖夏凉。3、上午下午都会有休息时间【晋升空间】凡是干满半年以上员工都会有上升机制：普通员工-组长-主管-储备经理-经理能够吃苦耐劳者优先！面试合格后直接办理入职！友情提示：帅哥美多，说不定还能带一个回家过年紧急招聘150人，机会不多，抓紧联系！！"
管庄,长白班汽配250免费吃住,7500-8500元/月,普工/操作工,不限,不限,北京鸿海众志企业管理咨询有限…,"汽车配件厂招工，日薪250-300/元之间。【工作介绍】本厂区主要生产汽车配件的组装焊接等工作，工作简单。恒温车间，环境好、工作轻jh松简单。【招聘要求】1：年龄18-38周岁2：没有 ，身体健康。【薪资计算】采用小时工计算模式，工时为25元/小时，月综合工资6500-9000元/月。【福利待遇】1、为迎合南北饮食差异，工作餐有米饭套餐、面条、水饺、馒头、面包、牛奶等,免费提供工作餐。2、住宿为4-6人间酒店式公寓，独立卫生间，洗澡间（空调、暖气），24小时热水器，全厂宿舍无线wifi覆盖。3、公司为员工提供公平、公正之晋升机会，可通过内部统一考试晋升，如下职位皆自员工内部提拔，如生产基层管理人员、品保、技术员、维修员、仓管、文员、助理等。4、工厂的生产环境严格按照7S管理，厂内除湿、恒温、无噪音、无异味；【上班时间】每天每个班次的上班时间均为8-12小时，最低保证8小时工时，高可达12小时工时但不会超过12小时。（小时工计算模式会保证工时）可以安排长白班。【车间环境】1、车间配有：饮水机，休息间。2、车间配有中央空调冬暖夏凉。3、穿的是普通工衣。"
天竺,急招月八仟当天入职,7500-8500元/月,普工/操作工,不限,不限,北京鸿海众志企业管理咨询有限…,企业直招！1、招聘岗位作业员，主要负责机台操作，品质保证、产品修复、质检，屏检等工作。2、岗位要求男女不限，18岁-40岁初中及以上学历；无大面积纹身，身体健康，无犯罪记录无色盲色弱，能适应倒班、夜班工作方式。3、工作环境及时间工作环境舒适整洁，恒温恒湿无尘工作间，统一穿着无尘服，上班时间为上六休二或上六休一4、公司待遇底薪包括岗位工资+职级津贴100-1000+岗级津贴200-800    底薪2100-2700综合工资4500-7500元/月，每月15号发工资，工资结构=基本工资+津贴+绩效奖全+加班工资+年终奖+其他(一)食宿条件多样化工作餐，餐补24元/天。一日三餐均可在公司食堂解决免费住宿，暖气，空调，洗衣房，无线网络，热水房。自带被褥。(6人间，内含空调电视等设备设施)，物业管理费30元/月。5、晋升渠道管理职通道:初级工一组长 班长;技术职通道:初级工一中级工一高级工一技师6、社会保险，入职即与公司签劳动合同，缴纳社会保险。福利待遇1、公司不定期为员工组织聚餐、生日慰问、节日慰问、旅游、多种文体活动;2、法定年假 公司奖励年假，年度健康体检等;3、有针对性的开展各类培训活动，提高员工工作技相和自身素质;
马坊,操作工包吃住月八仟五,6000-8000元/月,普工/操作工,不限,不限,北京鸿海众志企业管理咨询有限…,"急聘！ 急聘！ 急聘！！！注意！！！ 无需经验 长短期都行 短期少15天17-40周岁，男女不限。工作简单好上手，带薪培训。当天入职，免费食宿，可调长白，工资高待遇好。【工作介绍】本厂主要生产手机屏，电脑屏及液晶显示屏的及网络主播用的话筒音响电子零配件，工作简单。恒温车间，环境好、加班多工作轻松。都是轻松岗位，学历不限，男女不限，经验不限。【招聘要求】1、身体健康,吃苦耐劳！2、年龄：17-40周岁，安排合适岗位，无需经验3、不是二次入职【薪资待遇】综合工资6000-7500元／月（底薪2200+加班费2000-5000+全勤奖300+岗位津贴500+夜班补助30/天+绩效奖300+超产奖2000-4000）1、底薪2100-2700元2、发工资：每月15号发工资，绝不拖欠工资！正常班5天8小时，超出都算加班，夜班补助（每个夜班补助30）+绩效（300-800）+岗位津贴（500-1000）。月综合工资6000-7500。计件岗位：底薪2200+纯计件工资多劳多得（7000-13000）上不封顶【住宿伙食】1、伙食：公司免费提供一日三餐，四菜一汤，另提供水果餐，吃饱为止，为迎合南北饮食差异，工作餐有米饭套餐、面条、水饺馒头、面包，牛奶等2、住宿：免费住宿，4-6人间，独立卫生间、空调、24小时热水器、洗衣房、全厂宿舍无线wifi覆盖。【福利待遇】1、生活：设有超市、网吧、图书馆等2、保险：缴纳五险六个月后可申请一金，员工离职可转出或3、休假：享受法定节假日，年底有7-15天带薪年假4、活动：举办文艺、体育活动5，员工享有法定假期、婚假、丧假、产假、带薪年休假等假期。【车间环境】1、车间配有：饮水机，休息间。2、车间配有中央空调冬暖夏凉。3、上午下午都会有休息时间【晋升空间】凡是干满半年以上员工都会有上升机制：普通员工-组长-主管-储备经理-经理能够吃苦耐劳者优先！面试合格后直接办理入职！友情提示：帅哥美多，说不定还能带一个回家过年紧急招聘150人，机会不多，抓紧联系！！"
东单,16就行电子厂普工坐岗,6000-8000元/月,普工/操作工,不限,不限,北京鸿宇飞企业咨询有限公司,满16就能来【东电明‬子厂】做米小‬手机后壳，组装，包装，质检，《坐岗》二、工待资‬遇1、白班190元，夜班200元，2、年龄17～40周岁，男女不限3、东明公工司‬作餐（早餐2元，午餐0元，晚餐扣2元）三、工时作‬间两班倒，早8对晚8，中午饭吃‬半小时，下吃午‬饭半小时，工作10.5小时左右五、住厂宿‬外
庞各庄,大兴机场分拣8千可带手机,7000-9000元/月,普工/操作工,不限,不限,北京鸿宇飞企业咨询有限公司,大兴机场京东航空仓（中小件）工作时间:下午16:00-03:00                     晚20:00-07:00工作内容:快递分拣、扫描年龄要求:18～45岁综合工资:底薪+绩效+夜补+餐补7000～9000烟、手机都可以带住宿免费、水电免费年龄要求18～45周岁白、夜班实际工作时间7～8小时，其余时间没有活歇着
大红门,工作简单280+包吃住,8500-9500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,10天短期300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
黄村,不收费/当天入职/包吃住,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,10天短期300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
马驹桥,当天结300+包吃住,8000-10000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,短期工10天300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
同兴园,北京直招300当天结,7500-8500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"招聘内容；1，年龄18-48周岁，身体健康，无不良嗜好；2.一天工作8-12小时，两班倒，也可固定班次，能服从公司领导安排。3、.薪资福利：短期10天，300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280一天,随时可以预支。管吃住每月有绩效奖金，加班每小时20，综合工资7500-9500，5.法定节假日3倍工资，带薪满一年公司有年终奖、保险，免费提供住宿（宿舍有空调暖气洗衣机和热水器），面试当天即可安排住宿，无费用，不体检，公司为员工提供公平公正的晋升机会，可通过内部统一考核晋升。6.工作内容：负责库房内货物的搬运、装卸、拉地牛，每件货物重量20斤左右，有人把货物用地牛拉到的位置，然后把货物放到传送带上，后在车厢内码放整齐。"
亦庄,大兴拉地牛300包吃住,8000-9000元/月,装卸/搬运工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,10天短期300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
黄村,大兴京东290管吃住,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"招聘内容；1，年龄18-48周岁，身体健康，无不良嗜好；2.一天工作8-12小时，两班倒，也可固定班次，能服从公司领导安排。3、.薪资福利：短期10天，300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280一天,随时可以预支。管吃住每月有绩效奖金，加班每小时20，综合工资7500-9500，5.法定节假日3倍工资，带薪满一年公司有年终奖、保险，免费提供住宿（宿舍有空调暖气洗衣机和热水器），面试当天即可安排住宿，无费用，不体检，公司为员工提供公平公正的晋升机会，可通过内部统一考核晋升。6.工作内容：负责库房内货物的搬运、装卸、拉地牛，每件货物重量20斤左右，有人把货物用地牛拉到的位置，然后把货物放到传送带上，后在车厢内码放整齐。"
大红门,0费用+当天入职+管吃住,7500-8500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"招聘内容；1，年龄18-48周岁，身体健康，无不良嗜好；2.一天工作8-12小时，两班倒，也可固定班次，能服从公司领导安排。3、.薪资福利：短期10天300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280一天,随时可以预支。管吃住每月有绩效奖金，加班每小时20，综合工资7500-9500，5.法定节假日3倍工资，带薪满一年公司有年终奖、保险，免费提供住宿（宿舍有空调暖气洗衣机和热水器），面试当天即可安排住宿，无费用，不体检，公司为员工提供公平公正的晋升机会，可通过内部统一考核晋升。6.工作内容：负责库房内货物的搬运、装卸、拉地牛，每件货物重量20斤左右，有人把货物用地牛拉到的位置，然后把货物放到传送带上，后在车厢内码放整齐。"
同兴园,来就上班300无费用,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"招聘内容；1，年龄18-48周岁，身体健康，无不良嗜好；2.一天工作8-12小时，两班倒，也可固定班次，能服从公司领导安排。3、.薪资福利：短期10天300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280一天,随时可以预支。管吃住每月有绩效奖金，加班每小时20，综合工资7500-9500，5.法定节假日3倍工资，带薪满一年公司有年终奖、保险，免费提供住宿（宿舍有空调暖气洗衣机和热水器），面试当天即可安排住宿，无费用，不体检，公司为员工提供公平公正的晋升机会，可通过内部统一考核晋升。6.工作内容：负责库房内货物的搬运、装卸、拉地牛，每件货物重量20斤左右，有人把货物用地牛拉到的位置，然后把货物放到传送带上，后在车厢内码放整齐。"
亦庄,厂区招工+无费用下班结,8500-9500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,10天短期300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
亦庄,厂区直招+不收费300,8500-9500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"招聘内容；1，年龄18-48周岁，身体健康，无不良嗜好；2.一天工作8-12小时，两班倒，也可固定班次，能服从公司领导安排。3、.薪资福利：短期10天，300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280一天,随时可以预支。管吃住每月有绩效奖金，加班每小时20，综合工资7500-9500，5.法定节假日3倍工资，带薪满一年公司有年终奖、保险，免费提供住宿（宿舍有空调暖气洗衣机和热水器），面试当天即可安排住宿，无费用，不体检，公司为员工提供公平公正的晋升机会，可通过内部统一考核晋升。6.工作内容：负责库房内货物的搬运、装卸、拉地牛，每件货物重量20斤左右，有人把货物用地牛拉到的位置，然后把货物放到传送带上，后在车厢内码放整齐。"
马驹桥,京东小件装卸300,8000-9000元/月,装卸/搬运工,不限,不限,北京东方兴旺人力资源服务有限…,"招聘内容；1，年龄18-48周岁，身体健康，无不良嗜好；2.一天工作8-12小时，两班倒，也可固定班次，能服从公司领导安排。3、.薪资福利：短期10天，300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280一天,随时可以预支。管吃住每月有绩效奖金，加班每小时20，综合工资7500-9500，5.法定节假日3倍工资，带薪满一年公司有年终奖、保险，免费提供住宿（宿舍有空调暖气洗衣机和热水器），面试当天即可安排住宿，无费用，不体检，公司为员工提供公平公正的晋升机会，可通过内部统一考核晋升。6.工作内容：负责库房内货物的搬运、装卸、拉地牛，每件货物重量20斤左右，有人把货物用地牛拉到的位置，然后把货物放到传送带上，后在车厢内码放整齐。"
马驹桥,自动化分拣280下班结,7500-8500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间，，上六休一，节假日休息，过年值班补助2000-3000。3、.薪资福利，包吃住，短期到期全部结清，短期工10天，280/天，压五天日结，短期到期结清，长期工：保底200/天加绩效500-1500，加班20元/小时，随时可以预支，入职满2个月奖金300，节假日有额外补助，综合工资8500-9500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额装卸工
黄村,包吃住/不收费/当天入职,8500-9500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,10天短期300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
马驹桥,不收费+直接入职管吃住,8000-10000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,10天短期300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
亦庄,京东正式工+五险一金,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,10天短期300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
马驹桥,通州直招300包吃住,7500-8500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"有意向可直接打电话或者投简历，不收费，不体检当天入职18-48周岁，身体健康，无经验学历要求；2、工作时间：一天工作10-11小时，包括两餐时间,10天短期300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280元/天加绩效500-1500，加班20元/小时，节假日休息，过年值班补助2000-3000。随时可以预支，节假日有额外补助，综合工资7500-8500，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用4、工作内容：、工作内容：智能化小件分拣，投带，装卸，人工只负责将快递从传送带上捡出，在车上码放整齐，百货都是小件货，无定额"
小红门,厂区直招+300下班结,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"招聘内容；1，年龄18-48周岁，身体健康，无不良嗜好；2.一天工作8-12小时，两班倒，也可固定班次，能服从公司领导安排。3、.薪资福利：短期10天，300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280一天,随时可以预支。管吃住每月有绩效奖金，加班每小时20，综合工资7500-9500，5.法定节假日3倍工资，带薪满一年公司有年终奖、保险，免费提供住宿（宿舍有空调暖气洗衣机和热水器），面试当天即可安排住宿，无费用，不体检，公司为员工提供公平公正的晋升机会，可通过内部统一考核晋升。6.工作内容：负责库房内货物的搬运、装卸、拉地牛，每件货物重量20斤左右，有人把货物用地牛拉到的位置，然后把货物放到传送带上，后在车厢内码放整齐。"
黄村,来就上班300/下班结,7500-8500元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"招聘内容；1，年龄18-48周岁，身体健康，无不良嗜好；2.一天工作8-12小时，两班倒，也可固定班次，能服从公司领导安排。3、.薪资福利：短期10天，300/天，压五天日结，到期全部结清，长期工前两个月240/天，两个月以后260-280一天,随时可以预支。管吃住每月有绩效奖金，加班每小时20，综合工资7500-9500，5.法定节假日3倍工资，带薪满一年公司有年终奖、保险，免费提供住宿（宿舍有空调暖气洗衣机和热水器），面试当天即可安排住宿，无费用，不体检，公司为员工提供公平公正的晋升机会，可通过内部统一考核晋升。6.工作内容：负责库房内货物的搬运、装卸、拉地牛，每件货物重量20斤左右，有人把货物用地牛拉到的位置，然后把货物放到传送带上，后在车厢内码放整齐。"
霍营,北京百强企业260天白班,7000-8000元/月,普工/操作工,不限,不限,北京鸿宇飞企业咨询有限公司,平谷区电子厂（这活不赖）百强企业日结210--260元包吃包住2个班次自由选择，都是长白班8：30—20：30，210元/天8：30—22：30 ，260元/天（去掉吃饭休息时间工作时长不超过10小时）吃饭住宿一日三餐全部免费，厂区每天给充饭卡33块钱，福利食堂完全够吃三餐，剩钱还可以买烟买水，工资纯赚体检费220满月报销组装半导体设备，轻松不累22-45周岁，无经验要求，无犯罪记录。工资三天后日结工资地址：北京平谷区马坊
新国展,外企招聘普工8k,8000-12000元/月,普工/操作工,不限,不限,天津市联众伟业劳务派遣有限公司,面试时间：9:00-17:30（五一不休息）招聘职位：收货、分拣、发货、叉车工（需要叉车证，可操控高叉双进深7m）招聘要求：男女不限30-45周岁，身体健康，无不良嗜好，以长期稳定为主，。工作时间:白班 常温、低温仓9:00-20:00冷仓：8:00-20:00（旺季加班1-4小时）站立式分拣、收货，可接受加班。26天班，也可选择无休，多劳多得。工资标准：底薪+计件（常温仓、低温仓）分拣员、收货员综合薪资6000-7000；（冷仓）叉车工、分拣员、收货员综合薪资在8000-9000；.工作优势：1.全都是小件，2-3kg以内，工作力度小；2.计件提成，可以干满30天，多劳多得3.外资企业，全国23个仓库。合作的企业都是国内知名品牌的打包冷运。4.电商大促会迎来订单高峰，综合薪资上不封顶5. 工资月结，不拖欠工资，每月15号准时发工资。
瀛海镇,北内发动机普工220一天,6000-8000元/月,普工/操作工,不限,不限,天津市联众伟业劳务派遣有限公司,北京国企通州西集北内发动机厂管三餐工作岗位：发动机凸轮轴全自动机器操作工，辅助工，不用会编程，操作简单。年龄要求：20-40周岁，（住附近可以）220/天工作时间：早8：00-晚8：00 ，半个月倒班。工资待遇：220/天企业优势:1: 公司人性化管理2：工作环境好3: 免费三餐，免费住宿4: 住宿公寓4人间环境好，独立卫生间，洗漱间，空调（提前做好 检测可当天安排住宿，费用在50左右：乙肝五项和肝功，）
北关,国企220一天,6000-8000元/月,普工/操作工,不限,不限,天津市联众伟业劳务派遣有限公司,北京国企通州西集北内发动机厂管三餐工作岗位：发动机凸轮轴全自动机器操作工，辅助工，不用会编程，操作简单。年龄要求：20-40周岁，（住附近可以）220/天工作时间：早8：00-晚8：00 ，半个月倒班。工资待遇：220/天企业优势:1: 公司人性化管理2：工作环境好3: 免费三餐，免费住宿4: 住宿公寓4人间环境好，独立卫生间，洗漱间，空调（提前做好 检测可当天安排住宿，费用在50左右：乙肝五项和肝功，）
永顺,外企待遇好220,6000-8000元/月,普工/操作工,不限,不限,天津市联众伟业劳务派遣有限公司,北京国企通州西集北内发动机厂管三餐工作岗位：发动机凸轮轴全自动机器操作工，辅助工，不用会编程，操作简单。年龄要求：20-40周岁，（住附近可以）220/天工作时间：早8：00-晚8：00 ，半个月倒班。工资待遇：220/天企业优势:1: 公司人性化管理2：工作环境好3: 免费三餐，免费住宿4: 住宿公寓4人间环境好，独立卫生间，洗漱间，空调（提前做好 检测可当天安排住宿，费用在50左右：乙肝五项和肝功，）
通州北苑,国企操作工,6000-8000元/月,普工/操作工,不限,不限,天津市联众伟业劳务派遣有限公司,日结210北京国企通州西集北内发动机厂管三餐工作岗位：发动机凸轮轴全自动机器操作工，辅助工，不用会编程，操作简单。年龄要求：20-40周岁，月结220/天  日结210工作时间：早8：00-晚8：00 ，半个月倒班。工资待遇：220/天每月15号发工资企业优势:1: 公司人性化管理2：工作环境好3: 免费三餐，免费住宿4: 住宿公寓4人间环境好，独立卫生间，洗漱间，空调
通州,包吃住日结210操作工,6000-8000元/月,普工/操作工,不限,不限,天津市联众伟业劳务派遣有限公司,周一面试北京国企通州西集北内发动机厂管三餐工作岗位：发动机凸轮轴全自动机器操作工，辅助工，不用会编程，操作简单。年龄要求：20-40周岁，月结220/天  日结210天（三天后日结）工资待遇：220/天每月15号发工资企业优势:1: 公司人性化管理2：工作环境好3: 免费三餐，免费住宿4: 住宿公寓4人间环境好，独立卫生间，洗漱间，空调
北关,操作工日结210,6000-8000元/月,普工/操作工,不限,不限,天津市联众伟业劳务派遣有限公司,周一面试北京国企通州西集北内发动机厂管三餐工作岗位：发动机凸轮轴全自动机器操作工，辅助工，不用会编程，操作简单。年龄要求：20-40周岁，月结220/天  日结210天（三天后日结）工资待遇：220/天每月15号发工资企业优势:1: 公司人性化管理2：工作环境好3: 免费三餐，免费住宿4: 住宿公寓4人间环境好，独立卫生间，洗漱间，空调
漷县,北内普工日结210,6000-8000元/月,普工/操作工,不限,不限,天津市联众伟业劳务派遣有限公司,周一面试北京国企通州西集北内发动机厂管三餐工作岗位：发动机凸轮轴全自动机器操作工，辅助工，不用会编程，操作简单。年龄要求：20-40周岁，月结220/天  日结210天（三天后日结）工资待遇：220/天每月15号发工资企业优势:1: 公司人性化管理2：工作环境好3: 免费三餐，免费住宿4: 住宿公寓4人间环境好，独立卫生间，洗漱间，空调
