Date,Open,Close,Change,Zhangdiefu,Low,High,Succeed,Succeed Price
2023-05-19,3288.89,3283.54,-13.78,-0.42%,3268.22,3302.34,285404064,35950796.00
2023-05-18,3288.41,3297.32,13.09,0.40%,3284.17,3313.86,309967456,36843508.00
2023-05-17,3281.97,3284.23,-6.76,-0.21%,3269.89,3298.52,285744032,34048264.00
2023-05-16,3310.16,3290.99,-19.75,-0.60%,3282.49,3317.90,322479424,38538604.00
2023-05-15,3269.88,3310.74,38.37,1.17%,3235.87,3310.74,388045920,43170688.00
2023-05-12,3304.46,3272.36,-37.19,-1.12%,3271.43,3319.13,347315008,38708120.00
2023-05-11,3323.66,3309.55,-9.60,-0.29%,3307.29,3333.25,354258304,40131396.00
2023-05-10,3347.70,3319.15,-38.52,-1.15%,3305.25,3349.72,451739744,48955364.00
2023-05-09,3402.39,3357.67,-37.33,-1.10%,3356.12,3418.95,573013312,61910848.00
2023-05-08,3340.99,3395.00,60.50,1.81%,3340.99,3400.18,534103648,56466196.00
2023-05-05,3350.65,3334.50,-15.96,-0.48%,3321.19,3364.14,436504480,49929444.00
2023-05-04,3306.48,3350.46,27.18,0.82%,3302.03,3352.75,483364896,55049488.00
2023-04-28,3283.12,3323.27,37.39,1.14%,3283.12,3324.88,401554816,51490464.00
2023-04-27,3256.23,3285.88,21.78,0.67%,3253.11,3299.30,341590528,46617536.00
2023-04-26,3255.22,3264.10,-0.77,-0.02%,3239.99,3277.98,357917856,48041812.00
2023-04-25,3276.40,3264.87,-10.54,-0.32%,3229.45,3288.57,380895712,49424012.00
2023-04-24,3300.81,3275.41,-25.84,-0.78%,3264.93,3303.09,354255616,47326600.00
2023-04-21,3364.00,3301.26,-65.77,-1.95%,3301.26,3367.61,387395104,53051784.00
2023-04-20,3367.05,3367.03,-3.10,-0.09%,3344.02,3371.37,350354976,49967240.00
2023-04-19,3391.35,3370.13,-23.20,-0.68%,3364.64,3394.96,346123424,47649696.00
2023-04-18,3379.23,3393.33,7.72,0.23%,3375.78,3396.17,348399488,47428736.00
2023-04-17,3337.06,3385.61,47.46,1.42%,3336.39,3385.61,402809952,52379028.00
2023-04-14,3326.37,3338.15,19.79,0.60%,3316.81,3340.08,338299264,47834544.00
2023-04-13,3321.27,3318.36,-8.82,-0.27%,3309.25,3334.47,347862112,47758792.00
2023-04-12,3316.86,3327.18,13.61,0.41%,3315.40,3330.71,343025312,48206616.00
2023-04-11,3317.08,3313.57,-1.79,-0.05%,3298.25,3317.45,320566048,46689588.00
2023-04-10,3331.51,3315.36,-12.29,-0.37%,3309.92,3332.72,340819840,51643432.00
2023-04-07,3312.48,3327.65,15.02,0.45%,3308.06,3328.85,283032256,43637280.00
2023-04-06,3302.75,3312.63,0.07,0.00%,3296.05,3314.53,327155424,50650016.00
2023-04-04,3297.18,3312.56,16.16,0.49%,3290.99,3312.56,385871616,55581108.00
2023-04-03,3277.34,3296.40,23.54,0.72%,3276.42,3299.73,357676768,51339056.00
2023-03-31,3263.41,3272.86,11.61,0.36%,3260.04,3278.42,283613728,39668928.00
2023-03-30,3243.07,3261.25,21.19,0.65%,3220.98,3263.74,299898272,40163428.00
2023-03-29,3253.62,3240.06,-5.32,-0.16%,3229.58,3254.56,296900512,40554276.00
2023-03-28,3256.60,3245.38,-6.02,-0.19%,3241.74,3264.10,295682656,39688292.00
2023-03-27,3261.82,3251.40,-14.26,-0.44%,3229.70,3261.82,337861216,45358576.00
2023-03-24,3282.74,3265.65,-21.00,-0.64%,3260.84,3282.74,324513344,43076160.00
2023-03-23,3258.78,3286.65,20.90,0.64%,3252.99,3286.65,306118400,42656480.00
2023-03-22,3263.41,3265.75,10.10,0.31%,3255.74,3279.39,290840448,38250908.00
2023-03-21,3240.84,3255.65,20.74,0.64%,3237.89,3256.00,301810784,38804704.00
2023-03-20,3253.93,3234.91,-15.64,-0.48%,3231.65,3267.99,392517376,48029240.00
2023-03-17,3245.26,3250.55,23.65,0.73%,3240.16,3279.92,343001024,43198308.00
2023-03-16,3244.47,3226.89,-36.42,-1.12%,3224.72,3257.43,327389632,39291020.00
2023-03-15,3261.03,3263.31,18.00,0.55%,3256.86,3273.12,305168800,37327636.00
2023-03-14,3261.92,3245.31,-23.38,-0.72%,3216.99,3262.00,319906048,40997628.00
2023-03-13,3228.12,3268.70,38.62,1.20%,3228.12,3268.70,294928064,36441420.00
2023-03-10,3255.51,3230.08,-46.02,-1.40%,3229.50,3262.15,281135424,34219860.00
2023-03-09,3285.94,3276.09,-7.15,-0.22%,3260.00,3289.06,264021856,32882570.00
2023-03-08,3271.88,3283.25,-1.85,-0.06%,3263.69,3283.25,260443552,31282216.00
2023-03-07,3320.21,3285.10,-36.93,-1.11%,3284.41,3342.86,389957952,43008116.00
2023-03-06,3332.02,3322.03,-6.37,-0.19%,3308.73,3333.06,340530432,43161680.00
2023-03-03,3314.77,3328.39,17.74,0.54%,3302.62,3330.60,343996896,38886000.00
2023-03-02,3308.01,3310.65,-1.69,-0.05%,3306.46,3320.74,328520000,38939064.00
2023-03-01,3279.14,3312.35,32.74,1.00%,3272.04,3315.16,318398720,38438740.00
2023-02-28,3265.74,3279.61,21.57,0.66%,3246.14,3280.42,251625040,31803016.00
2023-02-27,3257.00,3258.03,-9.13,-0.28%,3251.72,3276.58,242855344,32460508.00
2023-02-24,3287.26,3267.16,-20.32,-0.62%,3253.97,3288.39,234206304,30800436.00
2023-02-23,3293.52,3287.48,-3.67,-0.11%,3275.36,3307.44,262324304,33436454.00
2023-02-22,3292.05,3291.15,-15.38,-0.47%,3286.72,3307.03,255403984,32051560.00
2023-02-21,3291.63,3306.52,16.19,0.49%,3282.44,3308.79,324409440,39069124.00
2023-02-20,3230.47,3290.34,66.31,2.06%,3225.84,3291.04,325007744,39772032.00
2023-02-17,3244.73,3224.02,-25.01,-0.77%,3223.26,3262.47,278451232,35562584.00
2023-02-16,3281.74,3249.03,-31.46,-0.96%,3231.34,3308.83,380863520,46838252.00
2023-02-15,3294.01,3280.49,-12.79,-0.39%,3274.55,3296.20,269939104,35762184.00
2023-02-14,3288.97,3293.28,9.12,0.28%,3279.19,3293.73,270974176,35555808.00
2023-02-13,3256.99,3284.16,23.49,0.72%,3252.63,3285.09,297213184,39701140.00
2023-02-10,3266.44,3260.67,-9.71,-0.30%,3247.23,3269.99,260626928,34174984.00
2023-02-09,3227.73,3270.38,38.28,1.18%,3225.77,3270.38,254754528,35176084.00
2023-02-08,3251.50,3232.11,-15.99,-0.49%,3230.44,3257.11,234530496,29333274.00
2023-02-07,3245.23,3248.09,9.40,0.29%,3233.83,3250.03,250946464,32125764.00
2023-02-06,3244.70,3238.70,-24.71,-0.76%,3226.21,3250.35,267053104,34912728.00
2023-02-03,3275.66,3263.41,-22.26,-0.68%,3235.35,3275.66,293342816,37864852.00
2023-02-02,3291.78,3285.67,0.75,0.02%,3272.41,3295.76,333413120,42866280.00
2023-02-01,3262.20,3284.92,29.25,0.90%,3245.41,3284.92,339509408,41339520.00
2023-01-31,3266.14,3255.67,-13.65,-0.42%,3252.01,3277.25,300162944,37526076.00
2023-01-30,3308.87,3269.32,4.50,0.14%,3266.76,3310.49,353325824,45317700.00
2023-01-20,3247.20,3264.81,24.53,0.76%,3247.20,3267.06,273219168,32902818.00
2023-01-19,3221.52,3240.28,15.87,0.49%,3210.38,3240.28,226465040,29681556.00
2023-01-18,3227.59,3224.41,0.16,0.00%,3220.37,3234.82,212109728,26606818.00
2023-01-17,3229.44,3224.24,-3.35,-0.10%,3211.76,3231.26,226592240,30261180.00
2023-01-16,3198.52,3227.59,32.29,1.01%,3197.32,3251.37,306749536,41321964.00
2023-01-13,3170.35,3195.31,31.86,1.01%,3167.51,3195.31,220226880,28806250.00
2023-01-12,3167.27,3163.45,1.61,0.05%,3153.40,3171.59,216671312,27537186.00
2023-01-11,3172.38,3161.84,-7.67,-0.24%,3160.89,3184.76,237742880,30924888.00
2023-01-10,3178.02,3169.51,-6.58,-0.21%,3165.14,3178.16,232984160,31035768.00
2023-01-09,3169.37,3176.08,18.45,0.58%,3165.43,3183.58,258115216,34269376.00
2023-01-06,3155.07,3157.64,2.42,0.08%,3151.84,3170.74,257380256,33853984.00
2023-01-05,3132.76,3155.22,31.70,1.01%,3130.23,3159.43,257003008,33563592.00
2023-01-04,3117.57,3123.52,7.00,0.22%,3109.45,3129.09,273313632,31639122.00
2023-01-03,3087.51,3116.51,27.25,0.88%,3073.05,3119.86,281370368,33139212.00
2022-12-30,3084.52,3089.26,15.56,0.51%,3082.20,3096.31,217545344,25035596.00
2022-12-29,3076.73,3073.70,-13.70,-0.44%,3064.46,3086.00,215570672,25391698.00
2022-12-28,3088.62,3087.40,-8.17,-0.26%,3079.43,3098.65,224554144,26050854.00
2022-12-27,3077.75,3095.57,30.01,0.98%,3074.31,3098.08,222218320,26794678.00
2022-12-26,3048.20,3065.56,19.70,0.65%,3047.35,3071.84,206503888,25547028.00
2022-12-23,3038.84,3045.87,-8.56,-0.28%,3031.54,3061.87,192020288,23333524.00
2022-12-22,3085.80,3054.43,-13.98,-0.46%,3044.60,3096.24,223639536,26631548.00
2022-12-21,3078.33,3068.41,-5.36,-0.17%,3060.55,3085.80,189067920,22685280.00
2022-12-20,3098.95,3073.77,-33.35,-1.07%,3061.51,3100.75,218836768,26171606.00
2022-12-19,3165.31,3107.11,-60.74,-1.92%,3096.10,3170.26,278513536,30793462.00
2022-12-16,3156.14,3167.86,-0.79,-0.02%,3151.61,3175.35,259771808,30722776.00
2022-12-15,3177.20,3168.65,-7.88,-0.25%,3158.45,3179.10,243023344,30520498.00
2022-12-14,3178.55,3176.53,0.20,0.01%,3168.59,3189.83,265623568,33395068.00
2022-12-13,3179.44,3176.33,-2.72,-0.09%,3171.48,3187.20,285821184,33353978.00
2022-12-12,3195.87,3179.04,-27.91,-0.87%,3176.58,3196.72,333381792,39491960.00
2022-12-09,3197.12,3206.95,9.60,0.30%,3182.91,3212.11,373343200,44775020.00
2022-12-08,3196.02,3197.35,-2.27,-0.07%,3187.26,3206.72,320969312,36493560.00
2022-12-07,3204.94,3199.62,-12.91,-0.40%,3188.67,3226.08,354113088,40214612.00
2022-12-06,3200.27,3212.53,0.72,0.02%,3195.08,3224.82,373590304,43524868.00
2022-12-05,3181.92,3211.81,55.67,1.76%,3177.06,3213.44,447398432,47920364.00
2022-12-02,3160.58,3156.14,-9.33,-0.29%,3149.84,3170.90,307812480,36631868.00
2022-12-01,3187.99,3165.47,14.14,0.45%,3164.53,3198.41,387013056,46218496.00
2022-11-30,3141.40,3151.34,1.59,0.05%,3137.37,3158.57,372718304,40450436.00
2022-11-29,3096.11,3149.75,71.20,2.31%,3096.11,3152.00,391449760,43910260.00
2022-11-28,3055.29,3078.55,-23.14,-0.75%,3034.70,3080.18,305811296,33854936.00
2022-11-25,3085.46,3101.69,12.38,0.40%,3077.97,3111.42,311432000,32542634.00
2022-11-24,3104.10,3089.31,-7.60,-0.25%,3084.86,3113.24,267482928,30819018.00
2022-11-23,3084.74,3096.91,7.96,0.26%,3075.32,3108.24,326155456,35640084.00
2022-11-22,3084.23,3088.94,3.90,0.13%,3076.32,3118.12,327565920,37414284.00
2022-11-21,3078.06,3085.04,-12.20,-0.39%,3056.17,3085.24,256045552,34502552.00
2022-11-18,3116.73,3097.24,-18.19,-0.58%,3096.89,3126.71,299954272,38920740.00
2022-11-17,3110.96,3115.43,-4.55,-0.15%,3087.17,3115.44,287028416,37790012.00
2022-11-16,3133.65,3119.98,-14.10,-0.45%,3115.35,3145.75,303429824,38699288.00
2022-11-15,3081.14,3134.08,50.68,1.64%,3074.50,3135.59,331470592,44646000.00
2022-11-14,3100.87,3083.40,-3.89,-0.13%,3075.22,3121.41,361788224,45454672.00
2022-11-11,3099.65,3087.29,51.16,1.69%,3070.30,3117.74,409604544,51378460.00
2022-11-10,3031.69,3036.13,-12.04,-0.39%,3022.85,3047.98,270371808,33592592.00
2022-11-09,3064.46,3048.17,-16.33,-0.53%,3046.19,3073.92,235637328,30686088.00
2022-11-08,3077.31,3064.49,-13.32,-0.43%,3047.46,3078.28,256522016,33896692.00
2022-11-07,3062.86,3077.82,7.02,0.23%,3054.46,3088.19,320567104,42442912.00
2022-11-04,2997.00,3070.80,72.99,2.43%,2997.00,3081.59,329806752,45877008.00
2022-11-03,2981.20,2997.81,-5.56,-0.19%,2977.72,3003.72,259348560,37065328.00
2022-11-02,2960.65,3003.37,34.17,1.15%,2954.95,3019.05,325078240,45758152.00
2022-11-01,2899.50,2969.20,75.72,2.62%,2896.76,2969.20,319809568,43101588.00
2022-10-31,2893.20,2893.48,-22.44,-0.77%,2885.09,2926.01,301994208,39665416.00
2022-10-28,2967.02,2915.93,-66.98,-2.25%,2908.98,2974.24,292531296,38526136.00
2022-10-27,3005.04,2982.90,-16.60,-0.55%,2981.69,3017.26,265608256,38133036.00
2022-10-26,2977.56,2999.50,23.22,0.78%,2977.56,3028.35,268689504,37284528.00
2022-10-25,2969.16,2976.28,-1.27,-0.04%,2944.26,3001.72,255554144,33751928.00
2022-10-24,3034.75,2977.56,-61.37,-2.02%,2965.17,3064.42,298085344,39472596.00
2022-10-21,3038.04,3038.93,3.88,0.13%,3026.96,3055.42,245254128,31511098.00
2022-10-20,3029.30,3035.05,-9.33,-0.31%,3013.69,3070.26,244736144,34009132.00
2022-10-19,3073.26,3044.38,-36.58,-1.19%,3044.38,3081.39,230895312,31310834.00
2022-10-18,3094.93,3080.96,-3.98,-0.13%,3074.22,3099.92,245634768,32600290.00
2022-10-17,3060.52,3084.94,12.96,0.42%,3052.71,3087.19,262608608,34921448.00
2022-10-14,3035.03,3071.99,55.63,1.84%,3035.03,3084.27,277304064,37205068.00
2022-10-13,3008.30,3016.36,-9.15,-0.30%,3004.50,3036.25,249683264,31776480.00
2022-10-12,2976.72,3025.51,45.71,1.53%,2934.09,3025.51,248013552,30687134.00
2022-10-11,2978.06,2979.79,5.65,0.19%,2953.50,2986.91,208635952,24671562.00
2022-10-10,3026.94,2974.15,-50.25,-1.66%,2968.28,3029.45,243404816,29012004.00
2022-09-30,3042.17,3024.39,-16.81,-0.55%,3021.93,3054.61,204115328,24026278.00
2022-09-29,3067.47,3041.20,-3.86,-0.13%,3026.08,3076.76,230030416,27644108.00
2022-09-28,3089.10,3045.07,-48.80,-1.58%,3044.86,3089.10,230098656,27603972.00
2022-09-27,3056.39,3093.86,42.64,1.40%,3048.36,3094.04,232735296,29006572.00
2022-09-26,3067.57,3051.23,-37.14,-1.20%,3048.51,3102.65,262698624,29353644.00
2022-09-23,3106.81,3088.37,-20.54,-0.66%,3072.24,3124.66,243057728,28555290.00
2022-09-22,3098.77,3108.91,-8.27,-0.27%,3092.82,3125.68,221140688,26997860.00
2022-09-21,3116.01,3117.18,-5.23,-0.17%,3091.30,3129.82,232972496,26951376.00
2022-09-20,3127.84,3122.41,6.80,0.22%,3114.04,3140.03,219942544,26860030.00
2022-09-19,3122.75,3115.60,-10.80,-0.35%,3101.22,3135.56,249113664,28991882.00
2022-09-16,3189.83,3126.40,-73.52,-2.30%,3126.40,3191.83,316475872,35508536.00
2022-09-15,3248.97,3199.92,-37.62,-1.16%,3174.39,3254.18,325206112,39249060.00
2022-09-14,3224.68,3237.54,-26.26,-0.80%,3221.96,3250.80,255193376,30645282.00
2022-09-13,3272.05,3263.80,1.74,0.05%,3259.66,3278.17,276189824,33902188.00
2022-09-09,3241.18,3262.05,26.47,0.82%,3236.51,3266.20,283827680,33856672.00
2022-09-08,3245.56,3235.59,-10.71,-0.33%,3233.80,3253.70,281680352,32865708.00
2022-09-07,3232.14,3246.29,2.85,0.09%,3227.82,3253.77,301014464,36860872.00
2022-09-06,3207.93,3243.45,43.53,1.36%,3203.82,3244.64,318869696,37863608.00
2022-09-05,3183.95,3199.91,13.43,0.42%,3172.04,3199.91,280675648,33959152.00
2022-09-02,3189.64,3186.48,1.50,0.05%,3173.79,3198.28,250456896,31333762.00
2022-09-01,3196.54,3184.98,-17.16,-0.54%,3181.63,3214.56,274660544,33697864.00
2022-08-31,3216.53,3202.14,-25.08,-0.78%,3184.39,3232.02,344408832,43175800.00
2022-08-30,3240.18,3227.22,-13.51,-0.42%,3212.63,3243.75,294318912,35377568.00
2022-08-29,3203.10,3240.73,4.50,0.14%,3199.00,3240.73,297015104,36372996.00
2022-08-26,3250.63,3236.22,-10.03,-0.31%,3232.28,3266.27,309927552,39755624.00
2022-08-25,3223.46,3246.25,31.04,0.97%,3199.12,3248.35,336196160,41946428.00
2022-08-24,3279.17,3215.20,-61.02,-1.86%,3212.39,3281.88,366140576,45836028.00
2022-08-23,3274.43,3276.22,-1.57,-0.05%,3262.63,3284.60,316566368,41831172.00
2022-08-22,3249.70,3277.79,19.72,0.61%,3247.19,3278.17,314537856,42765332.00
2022-08-19,3275.62,3258.08,-19.47,-0.59%,3258.06,3286.49,333535488,45786336.00
2022-08-18,3286.37,3277.54,-14.98,-0.46%,3270.56,3289.14,301694784,41807520.00
2022-08-17,3282.10,3292.53,14.64,0.45%,3263.35,3296.00,326124736,42385900.00
2022-08-16,3278.68,3277.88,1.80,0.05%,3271.57,3295.02,303592288,40921008.00
2022-08-15,3268.37,3276.09,-0.80,-0.02%,3261.82,3286.89,287106752,38725772.00
2022-08-12,3275.77,3276.89,-4.78,-0.15%,3272.84,3288.22,299932928,40390616.00
2022-08-11,3243.47,3281.67,51.65,1.60%,3237.90,3281.67,300605376,42739916.00
2022-08-10,3242.36,3230.02,-17.41,-0.54%,3217.81,3253.17,257583600,39006612.00
2022-08-09,3235.74,3247.43,10.50,0.32%,3227.54,3248.77,259605456,39141556.00
2022-08-08,3218.85,3236.93,9.91,0.31%,3214.08,3237.97,254268048,39227716.00
2022-08-05,3195.23,3227.03,37.99,1.19%,3184.45,3228.89,274683712,41405564.00
2022-08-04,3179.43,3189.04,25.36,0.80%,3155.70,3191.00,260898944,37114692.00
2022-08-03,3188.89,3163.67,-22.59,-0.71%,3159.46,3217.55,324885664,45540976.00
2022-08-02,3231.26,3186.27,-73.69,-2.26%,3155.19,3231.26,394176192,47596272.00
2022-08-01,3246.62,3259.96,6.72,0.21%,3225.55,3264.30,292204800,39900024.00
2022-07-29,3282.81,3253.24,-29.34,-0.89%,3246.37,3294.80,307331040,41055308.00
2022-07-28,3287.50,3282.58,6.82,0.21%,3277.11,3305.71,288055040,39592556.00
2022-07-27,3271.78,3275.76,-1.68,-0.05%,3265.73,3282.57,249131472,33976824.00
2022-07-26,3254.19,3277.44,27.05,0.83%,3246.04,3282.41,259468672,33442160.00
2022-07-25,3269.71,3250.39,-19.59,-0.60%,3243.03,3273.18,271245728,34828188.00
2022-07-22,3276.20,3269.97,-2.03,-0.06%,3246.73,3293.64,300690048,38357600.00
2022-07-21,3297.66,3272.00,-32.72,-0.99%,3272.00,3300.53,332358688,42069660.00
2022-07-20,3291.55,3304.72,25.29,0.77%,3287.74,3308.35,301515136,38342276.00
2022-07-19,3278.72,3279.43,1.33,0.04%,3256.02,3283.93,315651904,39604236.00
2022-07-18,3235.09,3278.10,50.04,1.55%,3226.23,3278.47,348346048,42335728.00
2022-07-15,3261.38,3228.06,-53.68,-1.64%,3228.06,3288.92,380156352,46087700.00
2022-07-14,3277.45,3281.74,-2.55,-0.08%,3261.49,3299.25,355926432,43196932.00
2022-07-13,3279.60,3284.29,2.83,0.09%,3266.48,3297.02,331845664,39413460.00
2022-07-12,3307.22,3281.47,-32.12,-0.97%,3277.08,3319.25,334600544,41095056.00
2022-07-11,3341.10,3313.58,-42.49,-1.27%,3297.00,3341.10,342669184,42494228.00
2022-07-08,3380.37,3356.08,-8.32,-0.25%,3354.12,3386.31,322921056,42188392.00
2022-07-07,3353.13,3364.40,9.05,0.27%,3332.31,3375.86,334400192,43820312.00
2022-07-06,3391.03,3355.35,-48.68,-1.43%,3333.10,3391.03,384630048,48747464.00
2022-07-05,3411.13,3404.03,-1.40,-0.04%,3372.06,3424.84,411699680,51660572.00
2022-07-04,3381.82,3405.43,17.79,0.53%,3364.09,3405.62,357737920,48934796.00
2022-07-01,3400.26,3387.64,-10.98,-0.32%,3378.36,3404.05,350489312,45843528.00
2022-06-30,3358.93,3398.62,37.10,1.10%,3358.93,3417.01,381243200,51030720.00
2022-06-29,3399.68,3361.52,-47.69,-1.40%,3358.47,3414.65,440573536,56130700.00
2022-06-28,3377.68,3409.21,30.03,0.89%,3358.87,3412.10,412056544,52551252.00
2022-06-27,3364.00,3379.19,29.44,0.88%,3364.00,3393.31,414117728,54157384.00
2022-06-24,3324.74,3349.75,29.60,0.89%,3322.95,3356.71,390819712,50961600.00
2022-06-23,3269.05,3320.15,52.95,1.62%,3262.29,3320.15,400614208,47420012.00
2022-06-22,3309.12,3267.20,-39.52,-1.20%,3266.54,3311.02,375529792,44085100.00
2022-06-21,3313.79,3306.72,-8.71,-0.26%,3279.83,3329.39,394456896,47179364.00
2022-06-20,3315.78,3315.43,-1.36,-0.04%,3292.93,3333.90,413460384,52775176.00
2022-06-17,3265.51,3316.79,31.40,0.96%,3262.89,3323.28,395300704,49725216.00
2022-06-16,3306.84,3285.38,-20.02,-0.61%,3277.53,3319.69,433220864,50605400.00
2022-06-15,3289.10,3305.41,16.50,0.50%,3288.85,3358.55,550584128,62197256.00
2022-06-14,3224.21,3288.91,33.36,1.02%,3195.82,3289.13,450388160,51384500.00
2022-06-13,3256.27,3255.55,-29.28,-0.89%,3229.31,3272.99,438578304,51196620.00
2022-06-10,3214.18,3284.83,45.88,1.42%,3210.81,3286.62,439865728,50415368.00
2022-06-09,3259.49,3238.95,-24.84,-0.76%,3223.48,3270.56,422728384,46845820.00
2022-06-08,3245.02,3263.79,22.03,0.68%,3216.01,3266.63,434183264,50840852.00
2022-06-07,3235.42,3241.76,5.39,0.17%,3222.64,3253.09,402203232,48220320.00
2022-06-06,3196.96,3236.37,40.91,1.28%,3181.65,3237.07,422027840,51731436.00
2022-06-02,3170.31,3195.46,13.30,0.42%,3163.76,3197.28,361770624,41372924.00
2022-06-01,3179.69,3182.16,-4.27,-0.13%,3160.04,3190.61,365664416,40241996.00
2022-05-31,3149.94,3186.43,37.37,1.19%,3142.00,3188.60,374523264,43252804.00
2022-05-30,3141.96,3149.06,18.82,0.60%,3123.15,3150.89,349362304,37666772.00
2022-05-27,3135.03,3130.24,7.13,0.23%,3112.54,3151.05,359463840,37263160.00
2022-05-26,3111.48,3123.11,15.64,0.50%,3079.48,3133.28,370305504,37736464.00
2022-05-25,3070.17,3107.46,36.54,1.19%,3069.95,3107.63,342259232,34232216.00
2022-05-24,3149.06,3070.93,-75.93,-2.41%,3070.93,3153.13,416312160,43860540.00
2022-05-23,3150.49,3146.86,0.29,0.01%,3127.90,3150.51,353376352,38117856.00
2022-05-20,3107.09,3146.57,49.60,1.60%,3107.09,3146.57,372336640,41530620.00
2022-05-19,3046.71,3096.96,10.99,0.36%,3042.67,3096.96,336600736,36001820.00
2022-05-18,3095.89,3085.98,-7.72,-0.25%,3071.30,3105.84,315037920,33884916.00
2022-05-17,3076.50,3093.70,19.95,0.65%,3057.64,3093.70,330356544,35167128.00
2022-05-16,3100.55,3073.75,-10.54,-0.34%,3063.40,3102.58,338108512,34895772.00
2022-05-13,3068.03,3084.28,29.29,0.96%,3059.25,3086.10,331737856,34094220.00
2022-05-12,3044.80,3054.99,-3.71,-0.12%,3032.95,3072.16,344440448,36887968.00
2022-05-11,3035.39,3058.70,22.86,0.75%,3034.67,3100.90,423991904,47296340.00
2022-05-10,2965.78,3035.84,31.70,1.06%,2957.40,3043.78,370660960,38401260.00
2022-05-09,2990.20,3004.14,2.58,0.09%,2983.61,3015.94,292061568,29998328.00
2022-05-06,3011.32,3001.56,-66.20,-2.16%,2992.72,3030.69,343264224,34621440.00
2022-05-05,3044.85,3067.76,20.70,0.68%,3042.12,3082.23,383072864,40935200.00
2022-04-29,2986.06,3047.06,71.58,2.41%,2968.33,3048.49,423932800,44042272.00
2022-04-28,2945.81,2975.48,17.20,0.58%,2936.79,2991.51,375371776,38874304.00
2022-04-27,2866.82,2958.28,71.86,2.49%,2863.65,2959.18,423060192,42292836.00
2022-04-26,2930.45,2886.43,-42.09,-1.44%,2878.26,2957.68,401615136,39598596.00
2022-04-25,3034.27,2928.51,-158.41,-5.13%,2928.51,3043.82,433606112,42707720.00
2022-04-22,3058.40,3086.92,7.11,0.23%,3049.36,3105.66,342000544,34879364.00
2022-04-21,3138.43,3079.81,-71.24,-2.26%,3069.68,3160.90,391934688,39654204.00
2022-04-20,3189.89,3151.05,-42.98,-1.35%,3142.05,3191.83,362047040,37357268.00
2022-04-19,3192.09,3194.03,-1.50,-0.05%,3174.71,3207.83,339944096,36276988.00
2022-04-18,3185.94,3195.52,-15.72,-0.49%,3166.98,3204.03,347365120,36638080.00
2022-04-15,3210.70,3211.24,-14.40,-0.45%,3200.13,3229.87,407842080,41349884.00
2022-04-14,3203.63,3225.64,38.82,1.22%,3200.23,3240.00,371242368,40119164.00
2022-04-13,3199.80,3186.82,-26.51,-0.82%,3183.53,3225.47,391156928,39821688.00
2022-04-12,3165.12,3213.33,46.20,1.46%,3140.90,3214.54,418321952,42245584.00
2022-04-11,3239.85,3167.13,-84.72,-2.61%,3156.51,3239.85,424160160,43512952.00
2022-04-08,3239.88,3251.85,15.16,0.47%,3208.35,3257.09,413826784,41403724.00
2022-04-07,3267.81,3236.70,-46.73,-1.42%,3236.48,3290.26,402626656,39808184.00
2022-04-06,3269.43,3283.43,0.71,0.02%,3255.69,3288.11,429642784,43355640.00
2022-04-01,3234.67,3282.72,30.51,0.94%,3226.30,3287.23,378210464,40567572.00
2022-03-31,3256.14,3252.20,-14.39,-0.44%,3246.06,3272.04,398439904,42808904.00
2022-03-30,3217.59,3266.60,62.66,1.96%,3216.30,3266.60,366753664,41300896.00
2022-03-29,3216.01,3203.94,-10.56,-0.33%,3196.46,3229.18,316273632,36396448.00
2022-03-28,3185.17,3214.50,2.26,0.07%,3159.83,3230.22,344994848,37447228.00
2022-03-25,3247.16,3212.24,-38.02,-1.17%,3211.64,3257.11,340020000,38977040.00
2022-03-24,3256.06,3250.26,-20.77,-0.63%,3236.66,3266.89,329006656,39072752.00
2022-03-23,3264.79,3271.03,11.17,0.34%,3251.98,3279.89,349875360,40542204.00
2022-03-22,3249.54,3259.86,6.18,0.19%,3239.53,3279.11,361196160,40279896.00
2022-03-21,3255.62,3253.69,2.61,0.08%,3223.39,3267.50,354228480,42107632.00
2022-03-18,3207.15,3251.07,36.03,1.12%,3197.36,3260.78,373035616,42841508.00
2022-03-17,3215.01,3215.04,44.33,1.40%,3202.93,3260.17,420813440,53254948.00
2022-03-16,3107.67,3170.71,106.75,3.48%,3023.30,3177.79,444667200,52230532.00
2022-03-15,3192.36,3063.97,-159.57,-4.95%,3063.97,3196.92,465037152,50815840.00
2022-03-14,3271.89,3223.53,-86.21,-2.60%,3223.53,3297.80,337968672,41805560.00
2022-03-11,3259.32,3309.75,13.65,0.41%,3217.42,3315.66,384067136,45868704.00
2022-03-10,3312.18,3296.09,39.70,1.22%,3291.24,3326.58,378336384,46608400.00
2022-03-09,3303.71,3256.39,-37.14,-1.13%,3147.68,3321.48,466285568,51983328.00
2022-03-08,3372.55,3293.53,-79.33,-2.35%,3287.34,3383.63,415926752,48562360.00
2022-03-07,3438.56,3372.86,-74.79,-2.17%,3360.74,3438.56,393588992,45815692.00
2022-03-04,3459.98,3447.65,-33.46,-0.96%,3437.70,3474.88,393526592,43066908.00
2022-03-03,3495.93,3481.11,-3.08,-0.09%,3473.34,3500.29,412594304,44362176.00
2022-03-02,3478.29,3484.19,-4.64,-0.13%,3467.00,3486.62,329367680,38014384.00
