Date,Open,Close,Change,Zhangdiefu,Low,High,Succeed,Succeed Price
2015-06-02,4844.70,4910.53,81.79,1.69%,4797.55,4911.57,623748096,99874576.00
2015-06-01,4633.10,4828.74,216.99,4.71%,4615.23,4829.50,593389056,93445544.00
2015-05-29,4603.46,4611.74,-8.52,-0.18%,4431.56,4698.19,611262400,95536560.00
2015-05-28,4943.74,4620.27,-321.45,-6.50%,4614.24,4986.50,782964544,100000000.00
2015-05-27,4932.85,4941.71,30.82,0.63%,4857.06,4958.16,681165376,111626184.00
2015-05-26,4854.85,4910.90,97.10,2.02%,4779.08,4911.69,704892864,113850936.00
2015-05-25,4660.08,4813.80,156.20,3.35%,4656.83,4814.67,682461376,107929560.00
2015-05-22,4584.98,4657.60,128.17,2.83%,4562.99,4658.27,655591296,100000000.00
2015-05-21,4456.44,4529.42,83.13,1.87%,4438.26,4530.48,464996512,72908056.00
2015-05-20,4434.98,4446.29,28.74,0.65%,4432.28,4520.54,514106208,80608056.00
2015-05-19,4285.78,4417.55,134.06,3.13%,4285.78,4418.40,436735232,69381256.00
2015-05-18,4277.90,4283.49,-25.20,-0.58%,4260.51,4324.83,380057440,59455952.00
2015-05-15,4366.82,4308.69,-69.62,-1.59%,4278.55,4366.82,439706208,66596564.00
2015-05-14,4372.82,4378.31,2.55,0.06%,4329.04,4397.75,449077952,66988224.00
2015-05-13,4402.38,4375.76,-25.46,-0.58%,4342.48,4415.63,510490464,78075496.00
2015-05-12,4342.37,4401.22,67.64,1.56%,4317.98,4402.31,521866400,79346376.00
2015-05-11,4231.27,4333.58,127.67,3.04%,4187.82,4334.88,488750528,71524664.00
2015-05-08,4152.98,4205.92,93.70,2.28%,4099.04,4206.86,397428096,55964868.00
2015-05-07,4197.90,4112.21,-117.05,-2.77%,4108.01,4213.76,394566656,54020632.00
2015-05-06,4311.64,4229.27,-69.44,-1.62%,4187.37,4376.35,481732992,71653624.00
2015-05-05,4479.85,4298.71,-181.76,-4.06%,4282.24,4488.87,572858624,80556608.00
2015-05-04,4441.34,4480.46,38.81,0.87%,4387.43,4487.57,494173376,71754080.00
2015-04-30,4483.01,4441.65,-34.96,-0.78%,4441.05,4507.34,526728000,77434920.00
2015-04-29,4446.12,4476.62,0.40,0.01%,4398.64,4499.94,519834208,75240176.00
2015-04-28,4527.63,4476.21,-51.18,-1.13%,4432.90,4572.39,767676416,106117216.00
2015-04-27,4441.93,4527.40,133.71,3.04%,4441.93,4529.73,671088512,97524208.00
2015-04-24,4355.95,4393.69,-20.82,-0.47%,4318.12,4416.38,628555008,91687296.00
2015-04-23,4414.48,4414.51,16.01,0.36%,4358.84,4444.41,667344640,96302488.00
2015-04-22,4304.60,4398.49,104.87,2.44%,4297.95,4400.19,680305088,97687696.00
2015-04-21,4212.19,4293.62,76.55,1.82%,4188.57,4294.38,634470656,86244776.00
2015-04-20,4301.35,4217.08,-70.22,-1.64%,4190.68,4356.00,857132800,100000000.00
2015-04-17,4254.72,4287.30,92.47,2.20%,4238.91,4317.22,701706240,91563304.00
2015-04-16,4055.92,4194.82,110.66,2.71%,4031.24,4195.31,551242944,71208248.00
2015-04-15,4135.65,4084.16,-51.40,-1.24%,4069.01,4175.49,613005824,77312592.00
2015-04-14,4125.78,4135.56,13.85,0.34%,4091.26,4168.35,610683520,81464520.00
2015-04-13,4072.72,4121.71,87.40,2.17%,4057.29,4128.07,589814208,78166736.00
2015-04-10,3947.49,4034.31,76.78,1.94%,3929.32,4040.35,484283648,66850416.00
2015-04-09,4006.13,3957.53,-37.28,-0.93%,3900.03,4016.40,585176832,81671088.00
2015-04-08,3976.53,3994.81,33.43,0.84%,3903.65,4000.22,618085440,83915928.00
2015-04-07,3899.42,3961.38,97.45,2.52%,3891.73,3961.67,570447552,74642400.00
2015-04-03,3803.38,3863.93,38.14,1.00%,3792.21,3864.41,473033312,63565136.00
2015-04-02,3827.69,3825.78,15.49,0.41%,3775.89,3835.45,479299680,63202892.00
2015-04-01,3748.34,3810.29,62.40,1.66%,3742.21,3817.08,447458304,59241832.00
2015-03-31,3822.99,3747.90,-38.67,-1.02%,3737.04,3835.57,561676032,72129488.00
2015-03-30,3710.61,3786.57,95.47,2.59%,3710.61,3795.94,564702400,69212536.00
2015-03-27,3686.13,3691.10,9.00,0.24%,3656.83,3710.48,408945184,50929848.00
2015-03-26,3641.94,3682.09,21.37,0.58%,3615.01,3707.32,488647200,61951560.00
2015-03-25,3680.95,3660.73,-30.68,-0.83%,3634.56,3693.15,521886336,64549892.00
2015-03-24,3692.57,3691.41,3.68,0.10%,3600.70,3715.87,639554688,75488472.00
2015-03-23,3640.10,3687.73,70.41,1.95%,3635.49,3688.25,536062816,66157464.00
2015-03-20,3587.08,3617.32,35.05,0.98%,3569.38,3632.34,516661664,65177196.00
2015-03-19,3576.02,3582.27,4.97,0.14%,3546.84,3600.68,537346624,61224968.00
2015-03-18,3510.50,3577.30,74.45,2.13%,3503.85,3577.66,545217152,61736700.00
2015-03-17,3469.60,3502.85,53.54,1.55%,3459.69,3504.12,520939520,60150068.00
2015-03-16,3391.16,3449.30,76.39,2.26%,3377.09,3449.30,399132416,47935532.00
2015-03-13,3359.49,3372.91,23.59,0.70%,3352.15,3391.25,328410144,37404140.00
2015-03-12,3314.81,3349.32,58.42,1.78%,3300.49,3360.05,357295104,40719240.00
2015-03-11,3289.59,3290.90,4.83,0.15%,3278.47,3325.05,282985536,32757308.00
2015-03-10,3289.08,3286.07,-16.34,-0.49%,3277.09,3309.92,285817568,32995596.00
2015-03-09,3224.31,3302.41,61.22,1.89%,3198.37,3307.70,321495456,35992752.00
2015-03-06,3248.04,3241.19,-7.29,-0.22%,3234.53,3266.93,282915808,32834414.00
2015-03-05,3264.08,3248.48,-31.06,-0.95%,3221.67,3266.64,320663584,37358000.00
2015-03-04,3264.18,3279.53,16.48,0.51%,3250.48,3286.59,293639520,34678976.00
2015-03-03,3317.70,3263.05,-73.23,-2.20%,3260.43,3317.70,382044608,44159348.00
2015-03-02,3332.72,3336.28,25.98,0.78%,3298.67,3336.76,346445664,41025956.00
2015-02-27,3296.83,3310.30,11.94,0.36%,3291.01,3324.55,299163712,33501958.00
2015-02-26,3222.15,3298.36,69.52,2.15%,3202.19,3300.62,301263872,33434746.00
2015-02-25,3256.48,3228.84,-18.06,-0.56%,3215.55,3257.22,233348096,26514336.00
2015-02-17,3230.88,3246.91,24.54,0.76%,3230.77,3255.73,228332624,26334004.00
2015-02-16,3206.14,3222.36,18.54,0.58%,3195.88,3228.85,223797440,26595070.00
2015-02-13,3186.81,3203.83,30.41,0.96%,3182.79,3237.16,261290432,29301768.00
2015-02-12,3157.96,3173.42,15.71,0.50%,3134.24,3181.77,194592320,22969158.00
2015-02-11,3145.76,3157.70,16.11,0.51%,3139.05,3166.42,172840096,21086256.00
2015-02-10,3090.49,3141.59,46.47,1.50%,3084.25,3142.10,193817136,22508492.00
2015-02-09,3063.51,3095.12,19.22,0.62%,3049.11,3119.03,206108384,24071968.00
2015-02-06,3120.09,3075.91,-60.62,-1.93%,3052.94,3129.54,246749680,26650278.00
2015-02-05,3251.21,3136.53,-37.60,-1.18%,3135.82,3251.21,306139296,34826696.00
2015-02-04,3212.82,3174.13,-30.78,-0.96%,3171.14,3238.98,249098080,29015516.00
2015-02-03,3156.09,3204.91,76.61,2.45%,3129.73,3207.94,248192160,28335594.00
2015-02-02,3148.14,3128.30,-82.06,-2.56%,3122.57,3175.13,250861632,26684996.00
2015-01-30,3273.75,3210.36,-51.94,-1.59%,3210.31,3288.50,258312544,28426564.00
2015-01-29,3259.00,3262.30,-43.43,-1.31%,3234.24,3286.79,274658624,29642450.00
2015-01-28,3325.72,3305.74,-47.22,-1.41%,3294.66,3354.80,301927104,34156428.00
2015-01-27,3389.85,3352.96,-30.22,-0.89%,3290.22,3390.22,374517568,41829884.00
2015-01-26,3347.26,3383.18,31.42,0.94%,3321.31,3384.80,317540992,35842744.00
2015-01-23,3357.10,3351.76,8.42,0.25%,3328.29,3406.79,366249248,42097952.00
2015-01-22,3327.32,3343.34,19.73,0.59%,3293.98,3352.38,353382976,40787408.00
2015-01-21,3189.08,3323.61,150.56,4.74%,3178.34,3337.00,410956032,47375868.00
2015-01-20,3114.56,3173.05,56.70,1.82%,3100.48,3190.25,357080800,41629524.00
2015-01-19,3189.73,3116.35,-260.14,-7.70%,3095.07,3262.21,401098784,40988600.00
2015-01-16,3343.60,3376.50,40.04,1.20%,3340.49,3400.32,339876768,39225388.00
2015-01-15,3224.07,3336.46,114.02,3.54%,3207.54,3337.08,282546240,33061054.00
2015-01-14,3242.34,3222.44,-12.86,-0.40%,3193.98,3268.48,240190752,26720452.00
2015-01-13,3223.54,3235.30,5.98,0.19%,3214.41,3259.39,230725760,27358878.00
2015-01-12,3258.21,3229.32,-56.10,-1.71%,3191.58,3275.19,322064672,36627308.00
2015-01-09,3276.97,3285.41,-8.04,-0.24%,3267.51,3404.83,410240864,45864804.00
2015-01-08,3371.96,3293.46,-80.50,-2.39%,3285.09,3381.57,371131200,39923032.00
2015-01-07,3326.65,3373.95,22.51,0.67%,3312.21,3374.90,391918880,43641672.00
2015-01-06,3330.80,3351.45,0.93,0.03%,3303.18,3394.22,501661696,53239848.00
2015-01-05,3258.63,3350.52,115.84,3.58%,3253.88,3369.28,531352384,54976008.00
2014-12-31,3172.60,3234.68,68.86,2.18%,3157.26,3239.36,405998496,43231984.00
2014-12-30,3160.80,3165.81,-2.20,-0.07%,3130.35,3190.30,397725312,43726328.00
2014-12-29,3212.56,3168.02,10.41,0.33%,3126.94,3223.86,510111456,55590432.00
2014-12-26,3078.00,3157.60,85.07,2.77%,3064.18,3164.16,460700928,48891512.00
2014-12-25,2992.46,3072.54,100.00,3.36%,2969.87,3073.34,376947808,37901768.00
2014-12-24,3039.21,2972.53,-60.08,-1.98%,2934.91,3050.51,376805248,37872676.00
2014-12-23,3085.08,3032.61,-94.83,-3.03%,3025.67,3136.84,437762432,41946768.00
2014-12-22,3129.27,3127.45,18.85,0.61%,3090.51,3189.87,679371904,62448148.00
2014-12-19,3053.07,3108.60,51.08,1.67%,3018.42,3117.53,521073504,51558028.00
2014-12-18,3062.80,3057.52,-3.50,-0.11%,3030.32,3089.79,435904960,46652452.00
2014-12-17,3031.95,3061.02,39.50,1.31%,2993.33,3076.60,542503168,58033860.00
2014-12-16,2953.81,3021.52,68.10,2.31%,2943.91,3021.90,453842752,49271620.00
2014-12-15,2921.45,2953.42,15.25,0.52%,2890.90,2960.23,400371712,41148716.00
2014-12-12,2929.36,2938.17,12.43,0.42%,2914.96,2962.51,409480800,42041028.00
2014-12-11,2912.35,2925.74,-14.26,-0.49%,2892.61,2965.68,482632736,47980144.00
2014-12-10,2855.94,2940.01,83.74,2.93%,2807.68,2946.71,512886912,53498996.00
2014-12-09,2992.49,2856.27,-163.99,-5.43%,2834.59,3091.32,771998336,79336128.00
2014-12-08,2907.81,3020.26,82.61,2.81%,2879.85,3041.66,587570880,59347804.00
2014-12-05,2926.57,2937.65,38.19,1.32%,2813.05,2978.03,640500288,63919104.00
2014-12-04,2783.47,2899.46,119.93,4.31%,2772.43,2900.51,532687712,50921860.00
2014-12-03,2768.68,2779.52,15.98,0.58%,2733.87,2824.18,562120320,52977744.00
2014-12-02,2667.82,2763.54,83.39,3.11%,2665.69,2777.37,437733376,39723892.00
2014-12-01,2691.73,2680.16,-2.68,-0.10%,2668.84,2720.74,446791712,40112020.00
2014-11-28,2629.63,2682.83,52.35,1.99%,2622.06,2683.18,465880032,40195116.00
2014-11-27,2615.37,2630.49,26.14,1.00%,2599.11,2631.40,364075712,33896084.00
2014-11-26,2572.65,2604.34,36.75,1.43%,2570.40,2605.07,337127232,31652126.00
2014-11-25,2532.00,2567.60,34.72,1.37%,2527.08,2568.38,314315584,28216878.00
2014-11-24,2505.53,2532.88,46.09,1.85%,2495.52,2546.75,363485824,33029142.00
2014-11-21,2452.64,2486.79,34.13,1.39%,2446.65,2488.20,212239776,19780980.00
2014-11-20,2443.28,2452.66,1.67,0.07%,2437.48,2458.32,165495216,15079991.00
2014-11-19,2452.15,2450.99,-5.38,-0.22%,2442.71,2461.49,186235776,16706937.00
2014-11-18,2474.18,2456.37,-17.64,-0.71%,2449.81,2477.05,201062560,17465948.00
2014-11-17,2506.86,2474.01,-4.82,-0.19%,2472.45,2508.77,215687808,19926492.00
2014-11-14,2477.97,2478.82,-6.78,-0.27%,2457.04,2481.02,220607616,19192500.00
2014-11-13,2495.00,2485.61,-8.87,-0.36%,2471.41,2507.74,295037056,25831192.00
2014-11-12,2454.60,2494.48,24.80,1.00%,2444.81,2494.92,252933856,21573862.00
2014-11-11,2483.65,2469.67,-4.00,-0.16%,2445.96,2508.62,411904096,33125738.00
2014-11-10,2436.63,2473.67,55.50,2.30%,2428.19,2474.16,300628192,24523368.00
2014-11-07,2427.90,2418.17,-7.69,-0.32%,2407.44,2454.42,291172256,24415756.00
2014-11-06,2419.62,2425.86,6.61,0.27%,2401.75,2426.89,222005088,17964436.00
2014-11-05,2432.17,2419.25,-11.42,-0.47%,2415.50,2434.36,263606656,20185942.00
2014-11-04,2428.27,2430.68,0.64,0.03%,2417.22,2435.22,309013024,22650388.00
2014-11-03,2425.23,2430.03,9.85,0.41%,2418.17,2436.78,298821248,22719658.00
2014-10-31,2393.18,2420.18,29.10,1.22%,2384.48,2423.60,325763520,24991544.00
2014-10-30,2371.89,2391.08,18.05,0.76%,2365.92,2397.26,294645952,22661118.00
2014-10-29,2343.72,2373.03,35.16,1.50%,2339.71,2381.64,265588688,22506708.00
2014-10-28,2294.01,2337.87,47.43,2.07%,2294.01,2338.28,178590352,15814795.00
2014-10-27,2293.57,2290.44,-11.84,-0.51%,2279.84,2293.64,130261568,11337998.00
2014-10-24,2303.08,2302.28,-0.14,-0.01%,2296.66,2314.88,132225280,11433070.00
2014-10-23,2322.32,2302.42,-24.14,-1.04%,2297.33,2329.93,162636304,14059651.00
2014-10-22,2339.22,2326.55,-13.10,-0.56%,2324.59,2352.12,152698432,13852454.00
2014-10-21,2355.03,2339.66,-17.07,-0.72%,2337.55,2361.65,168828288,14678632.00
2014-10-20,2346.05,2356.73,15.54,0.66%,2340.46,2357.51,160022304,14182026.00
2014-10-17,2352.78,2341.18,-15.32,-0.65%,2312.83,2360.60,212300960,17943316.00
2014-10-16,2361.13,2356.50,-17.17,-0.72%,2353.41,2389.68,248201168,20380588.00
2014-10-15,2358.23,2373.67,14.20,0.60%,2344.37,2374.81,202804928,17176674.00
2014-10-14,2362.80,2359.48,-6.53,-0.28%,2349.19,2380.51,196831424,17016008.00
2014-10-13,2366.43,2366.01,-8.53,-0.36%,2341.12,2366.86,200899312,17542508.00
2014-10-10,2380.75,2374.54,-14.83,-0.62%,2365.07,2386.28,224671136,19224824.00
2014-10-09,2383.86,2389.37,6.58,0.28%,2367.11,2391.35,235920016,20027176.00
2014-10-08,2368.58,2382.79,18.92,0.80%,2354.29,2382.79,204397328,18033758.00
2014-09-30,2361.32,2363.87,6.16,0.26%,2354.27,2365.49,193918688,16693343.00
2014-09-29,2353.71,2357.71,9.99,0.43%,2346.58,2363.06,200111024,17113088.00
2014-09-26,2339.29,2347.72,2.62,0.11%,2329.96,2350.11,174748288,14822081.00
2014-09-25,2352.86,2345.10,1.53,0.07%,2336.80,2365.15,225688336,18926038.00
2014-09-24,2302.23,2343.57,33.86,1.47%,2297.88,2345.75,222525728,18569066.00
2014-09-23,2289.09,2309.72,19.85,0.87%,2289.02,2311.52,156855168,13539686.00
2014-09-22,2323.55,2289.87,-39.58,-1.70%,2284.38,2323.55,175842352,14784174.00
2014-09-19,2312.98,2329.45,13.52,0.58%,2305.52,2331.56,174648480,14434545.00
2014-09-18,2303.85,2315.93,8.04,0.35%,2297.93,2319.88,189089056,14451853.00
2014-09-17,2298.98,2307.89,11.34,0.49%,2282.79,2309.05,210842464,15912178.00
2014-09-16,2341.03,2296.55,-42.58,-1.82%,2293.87,2347.94,302694112,23765924.00
2014-09-15,2330.19,2339.14,7.19,0.31%,2321.59,2340.45,215112416,18539362.00
2014-09-12,2308.35,2331.95,20.27,0.88%,2302.77,2331.95,193471552,16210290.00
2014-09-11,2315.73,2311.68,-6.63,-0.29%,2304.60,2343.59,222221808,19723266.00
2014-09-10,2318.50,2318.30,-8.22,-0.35%,2306.42,2321.91,189828992,16345452.00
2014-09-09,2328.43,2326.53,0.10,0.00%,2315.89,2331.92,196990320,17290850.00
2014-09-05,2311.30,2326.43,19.57,0.85%,2307.45,2327.56,213181904,18583982.00
2014-09-04,2290.03,2306.86,18.24,0.80%,2283.28,2307.70,199489984,17938590.00
2014-09-03,2268.40,2288.63,22.58,1.00%,2268.10,2290.55,212478992,18755838.00
2014-09-02,2239.68,2266.05,30.54,1.37%,2234.38,2267.51,192124864,17093178.00
2014-09-01,2220.13,2235.51,18.31,0.83%,2217.69,2236.29,129166584,11721590.00
2014-08-29,2198.95,2217.20,21.38,0.97%,2193.26,2218.70,105202496,9304388.00
2014-08-28,2210.48,2195.82,-13.65,-0.62%,2194.86,2219.47,124229016,10926662.00
2014-08-27,2207.03,2209.47,2.36,0.11%,2204.05,2216.67,120885880,10409041.00
2014-08-26,2225.29,2207.11,-22.17,-0.99%,2200.62,2232.78,163507424,13412307.00
2014-08-25,2241.10,2229.27,-11.54,-0.51%,2222.01,2241.55,162119584,13445023.00
2014-08-22,2228.97,2240.81,10.35,0.46%,2225.27,2243.30,160111664,14035303.00
2014-08-21,2239.57,2230.46,-9.75,-0.44%,2211.63,2240.08,165733504,14087963.00
2014-08-20,2241.66,2240.21,-5.12,-0.23%,2233.89,2248.94,167658384,13962805.00
2014-08-19,2242.34,2245.33,5.86,0.26%,2227.93,2246.02,177744592,15544548.00
2014-08-18,2229.80,2239.47,12.73,0.57%,2228.13,2242.03,163928624,14149285.00
2014-08-15,2207.23,2226.73,20.27,0.92%,2203.24,2230.87,149978688,12940691.00
2014-08-14,2221.54,2206.47,-16.41,-0.74%,2204.38,2230.89,170149120,14170666.00
2014-08-13,2223.05,2222.88,1.28,0.06%,2202.44,2230.99,178062800,14649079.00
2014-08-12,2222.70,2221.59,-3.06,-0.14%,2210.00,2222.98,154799040,13239398.00
2014-08-11,2199.43,2224.65,30.23,1.38%,2198.31,2225.96,150583424,12609684.00
2014-08-08,2188.71,2194.43,6.76,0.31%,2180.60,2199.58,135181440,10972899.00
2014-08-07,2216.66,2187.67,-29.80,-1.34%,2185.76,2220.57,175233264,13730647.00
2014-08-06,2212.00,2217.47,-2.48,-0.11%,2192.99,2223.89,177711696,14036286.00
2014-08-05,2224.63,2219.95,-3.39,-0.15%,2206.85,2226.84,175386992,14147453.00
2014-08-04,2190.04,2223.33,38.03,1.74%,2186.92,2224.07,174097408,14008882.00
2014-08-01,2194.17,2185.30,-16.26,-0.74%,2184.64,2218.79,191475040,15188402.00
2014-07-31,2179.54,2201.56,20.32,0.93%,2173.90,2202.13,164691648,13243845.00
2014-07-30,2178.18,2181.24,-1.95,-0.09%,2177.24,2194.57,184922192,14956655.00
2014-07-29,2179.83,2183.19,5.24,0.24%,2172.10,2193.52,200264256,15928250.00
2014-07-28,2135.25,2177.95,51.33,2.41%,2135.25,2181.50,236185744,18041444.00
2014-07-25,2108.71,2126.61,21.55,1.02%,2106.71,2127.22,142495824,11141158.00
2014-07-24,2079.63,2105.06,26.57,1.28%,2079.63,2107.95,165676992,12867799.00
2014-07-23,2074.20,2078.49,3.01,0.14%,2072.23,2088.19,137292208,10670213.00
2014-07-22,2050.50,2075.48,21.00,1.02%,2049.81,2078.08,123191872,9870243.00
2014-07-21,2057.77,2054.48,-4.59,-0.22%,2049.18,2061.82,93857872,7570618.00
2014-07-18,2047.50,2059.07,3.48,0.17%,2046.00,2067.23,106641088,8251026.50
2014-07-17,2062.89,2055.59,-11.68,-0.57%,2046.19,2062.89,104491816,7910627.50
2014-07-16,2068.34,2067.28,-3.08,-0.15%,2061.57,2075.49,137128016,10202980.00
2014-07-15,2065.90,2070.36,3.71,0.18%,2059.68,2070.36,124488768,10289391.00
2014-07-14,2047.74,2066.65,19.68,0.96%,2044.90,2067.34,115119736,9635702.00
2014-07-11,2033.87,2046.96,8.62,0.42%,2033.00,2051.74,105088080,8625372.00
2014-07-10,2036.54,2038.34,-0.27,-0.01%,2034.96,2045.53,97943816,8474863.00
2014-07-09,2061.64,2038.61,-25.41,-1.23%,2037.60,2062.47,113305848,9718349.00
2014-07-08,2058.13,2064.02,4.09,0.20%,2047.20,2064.43,95053392,8158444.50
2014-07-07,2058.13,2059.93,0.55,0.03%,2050.89,2064.04,97168752,8147131.50
2014-07-04,2062.36,2059.38,-3.85,-0.19%,2054.22,2065.08,105008792,8359643.50
2014-07-03,2051.63,2063.23,3.81,0.19%,2048.08,2066.64,122926584,9618247.00
2014-07-02,2049.49,2059.42,9.04,0.44%,2044.04,2060.59,109553912,8930498.00
2014-07-01,2051.23,2050.38,2.05,0.10%,2041.94,2052.64,98457408,8349976.00
2014-06-30,2038.61,2048.33,11.92,0.59%,2038.53,2052.34,96666592,8001116.50
2014-06-27,2031.91,2036.51,-2.17,-0.11%,2025.07,2043.98,97592016,7671058.50
2014-06-26,2025.66,2038.68,13.18,0.65%,2025.31,2040.75,80955776,6653427.50
2014-06-25,2030.43,2025.50,-8.43,-0.41%,2018.36,2030.62,67539608,5598913.50
2014-06-24,2023.70,2033.93,9.57,0.47%,2021.75,2034.71,71214632,6168491.00
2014-06-23,2026.23,2024.36,-2.31,-0.11%,2022.92,2033.32,70485160,5777273.00
2014-06-20,2013.41,2026.67,2.94,0.15%,2010.53,2027.15,67167248,5322427.00
2014-06-19,2054.62,2023.73,-31.78,-1.55%,2017.65,2059.25,92914280,7462895.00
2014-06-18,2064.38,2055.52,-11.18,-0.54%,2051.75,2066.91,87245352,7047293.50
2014-06-17,2080.48,2066.70,-19.28,-0.92%,2064.67,2080.48,87800480,7092326.50
2014-06-16,2070.70,2085.98,15.27,0.74%,2069.44,2087.32,95939768,7995307.50
2014-06-13,2049.21,2070.72,19.00,0.93%,2048.62,2073.60,97174808,8254697.50
2014-06-12,2051.58,2051.71,-3.24,-0.16%,2045.96,2057.10,81711184,6930642.50
2014-06-11,2049.13,2054.95,2.42,0.12%,2045.41,2056.63,74444352,6317739.00
2014-06-10,2033.21,2052.53,22.03,1.08%,2026.39,2052.76,79623712,6540610.50
2014-06-09,2024.94,2030.50,0.55,0.03%,2023.20,2045.26,64788316,5513984.50
2014-06-06,2040.86,2029.96,-10.92,-0.54%,2022.16,2041.57,66021744,5512424.00
2014-06-05,2019.44,2040.88,16.04,0.79%,2016.18,2041.70,67949536,5637614.50
2014-06-04,2037.99,2024.83,-13.47,-0.66%,2012.91,2038.48,72412768,5746755.00
2014-06-03,2039.20,2038.31,-0.91,-0.04%,2037.30,2049.58,71584120,5929643.50
2014-05-30,2040.39,2039.21,-1.38,-0.07%,2031.37,2046.96,75148896,6235364.00
2014-05-29,2051.84,2040.59,-9.63,-0.47%,2039.24,2057.08,81242920,6947251.00
2014-05-28,2034.56,2050.23,15.66,0.77%,2029.34,2052.66,81338648,6860222.50
2014-05-27,2039.79,2034.56,-6.91,-0.34%,2032.84,2044.15,67577888,5592051.50
2014-05-26,2042.03,2041.48,6.91,0.34%,2035.09,2045.38,70281224,5984043.50
2014-05-23,2020.11,2034.57,13.28,0.66%,2017.74,2034.57,63488068,5146494.00
2014-05-22,2023.15,2021.29,-3.67,-0.18%,2018.88,2041.96,74728472,5950166.00
2014-05-21,2001.31,2024.95,16.83,0.84%,1991.06,2025.19,61811548,4841509.50
2014-05-20,2011.85,2008.12,2.94,0.15%,2002.76,2018.16,61345384,4954901.50
2014-05-19,2023.01,2005.18,-21.32,-1.05%,1996.02,2023.27,65329440,5297524.50
2014-05-16,2023.60,2026.50,1.53,0.08%,2012.69,2027.76,66353660,5162588.50
2014-05-15,2044.38,2024.97,-22.94,-1.12%,2022.86,2047.32,75845152,5977344.50
2014-05-14,2049.27,2047.91,-2.82,-0.14%,2042.74,2056.57,72011128,5645529.00
2014-05-13,2055.08,2050.73,-2.14,-0.10%,2043.55,2061.06,97223384,7374172.00
2014-05-12,2022.93,2052.87,41.74,2.08%,2016.64,2055.51,115742072,8809701.00
2014-05-09,2016.50,2011.14,-4.14,-0.21%,2001.30,2020.45,76224248,5750538.00
2014-05-08,2006.85,2015.27,5.19,0.26%,2005.69,2036.94,77865392,5952937.00
2014-05-07,2023.15,2010.08,-17.96,-0.89%,2008.45,2024.63,74360192,5755805.50
2014-05-06,2024.26,2028.04,0.68,0.03%,2021.48,2038.70,74609416,5754811.00
2014-05-05,2022.18,2027.35,1.00,0.05%,2007.35,2028.96,79933392,6009349.00
2014-04-30,2020.44,2026.36,6.02,0.30%,2016.58,2029.54,74528576,5767735.50
2014-04-29,2001.90,2020.34,16.85,0.84%,1997.64,2021.68,76221280,5677648.50
2014-04-28,2033.34,2003.49,-33.03,-1.62%,2000.14,2035.99,89795264,6854149.50
2014-04-25,2060.54,2036.52,-20.51,-1.00%,2035.57,2065.64,93042328,7415587.50
2014-04-24,2064.16,2057.03,-10.35,-0.50%,2056.19,2075.76,78185952,6440753.00
2014-04-23,2068.08,2067.38,-5.45,-0.26%,2059.11,2076.35,78531520,6615617.00
2014-04-22,2062.79,2072.83,7.00,0.34%,2047.33,2073.66,98719880,8246810.00
2014-04-21,2085.98,2065.83,-31.92,-1.52%,2065.23,2103.08,96378368,8165455.50
2014-04-18,2091.48,2097.75,-1.14,-0.05%,2081.19,2099.64,88155696,7255598.00
2014-04-17,2108.95,2098.89,-6.24,-0.30%,2095.71,2110.72,89896328,7425703.00
2014-04-16,2097.21,2105.12,3.52,0.17%,2092.16,2112.05,89361656,7509948.00
2014-04-15,2125.90,2101.60,-29.94,-1.40%,2098.15,2125.90,107531152,9113536.00
2014-04-14,2127.41,2131.54,1.00,0.05%,2116.61,2134.43,102077848,8659172.00
2014-04-11,2130.37,2130.54,-3.76,-0.18%,2120.18,2138.65,131768360,11163681.00
2014-04-10,2105.88,2134.30,29.06,1.38%,2098.08,2146.67,156789600,12984235.00
2014-04-09,2100.65,2105.24,6.95,0.33%,2095.64,2108.75,105340464,8736678.00
2014-04-08,2054.53,2098.28,39.45,1.92%,2052.90,2102.45,133370984,10796636.00
2014-04-04,2037.55,2058.83,15.13,0.74%,2035.22,2060.10,83189056,6636864.50
2014-04-03,2063.50,2043.70,-15.29,-0.74%,2037.45,2066.01,108618424,7948090.00
2014-04-02,2049.42,2058.99,11.53,0.56%,2046.74,2060.78,102658528,7794064.00
2014-04-01,2031.01,2047.46,14.15,0.70%,2028.10,2050.68,83286576,6451264.00
2014-03-31,2043.05,2033.31,-8.41,-0.41%,2024.19,2048.13,94356528,7157369.00
2014-03-28,2046.85,2041.71,-4.88,-0.24%,2035.24,2060.13,121681960,9422196.00
2014-03-27,2060.81,2046.59,-17.08,-0.83%,2042.71,2073.98,119149376,9499646.00
2014-03-26,2070.57,2063.67,-3.64,-0.18%,2057.65,2074.57,102611120,8046344.50
2014-03-25,2063.32,2067.31,1.03,0.05%,2057.49,2079.55,131822232,10017366.00
2014-03-24,2050.83,2066.28,18.66,0.91%,2043.33,2074.06,147700080,11024450.00
2014-03-21,1987.68,2047.62,54.14,2.72%,1986.07,2052.47,144477648,10943807.00
2014-03-20,2017.22,1993.48,-28.26,-1.40%,1993.00,2030.85,110333048,8863098.00
2014-03-19,2019.98,2021.73,-3.46,-0.17%,2002.44,2022.18,95180800,7947324.00
2014-03-18,2026.22,2025.20,1.52,0.08%,2020.41,2034.92,96777192,8358045.50
2014-03-17,2009.88,2023.67,19.33,0.96%,1999.25,2024.37,86250376,7201778.00
